start_timestamp,end_timestamp,text
01:33:23,01:33:25, It is still difficult to estimate monster.
01:33:27,01:33:36," But that is the estimation and telling cheatham you're asking me what was the temperature going to be like, so I am saying that tomorrow it will be between minus 50 degrees 200 tickets."
01:33:37,01:33:44," anyways anywhere in that range, whatever the value that might be, it will be there between minus 50 degrees 200."
01:33:46,01:33:54," Okay, because it is temperature like a via because, obviously, like the temperature may not be like soul, or so high, but."
01:33:55,01:34:08," it's like if suppose it when you consider the concept of Marks like let's take on demand, so you trade if we can make, even if you say that you may score between at 200 marks also the probability maybe zero like I may not."
01:34:09,01:34:10, Maybe 200.
01:34:10,01:34:20," OK, so my question is now giving the example of marks, I want to predict what marks been stretched now score if I conduct an exam yes."
01:34:22,01:34:25, So I can say she can score anywhere between 02 hundred.
01:34:26,01:34:30," or 500 is a maximum and zero, and it is obviously between 02."
01:34:31,01:34:32, yeah so.
01:34:32,01:34:33, i'm trying to predict.
01:34:34,01:34:41, Okay okay you're asking me to predict MC rationale can score marks anywhere between 02 hundred degrees so 100 bucks.
01:34:41,01:34:49," Okay, what is difficult, like like you cannot say that 60 to 80 or 8200, then that will like still the probability will be zero in that case even."
01:34:49,01:34:56," During exactly, but my question again understand the question my question you see you're interested in learning."
01:34:57,01:35:10," You are asking me that if I write an exam now right i'm not sure, no, no i'm asking up but i'm saying that hey tomorrow, I have an exam, can you tell me well how much would I score."
01:35:13,01:35:20," Then, so what is that you're interested in, are you interested in telling me, I mean hearing that the answer could be anywhere between 02 hundred months."
01:35:21,01:35:25," know that is obvious right, you also know it, why do you need to ask anyone."
01:35:26,01:35:27,Yes.
01:35:28,01:35:45," But then when you are asking this you want to get a precise value probably want to hear exact marks at marks you're going to get at marks for sure you want to listen, this number but probability of that single number is always zero if data is continuous."
01:35:46,01:35:47," Yes, yes okay."
01:35:48,01:35:51, So you cannot give a single number.
01:35:52,01:35:52, Okay.
01:35:52,01:35:56, The same time I cannot give the complete range.
01:35:58,01:35:58, Okay.
01:35:59,01:36:07, right if I say if my my day town lies between zero to one okay my total data lies between 02 right okay.
01:36:08,01:36:09," So, if this is my range."
01:36:11,01:36:14, What will be the area under the curve for this rich.
01:36:17,01:36:17,Okay.
01:36:19,01:36:20, If you under the covers how much.
01:36:21,01:36:21, one.
01:36:21,01:36:25, Between the 100% obviously I know.
01:36:26,01:36:32," Yes, that record is going to score marks between 02 hundred that is for sure hundred percent."
01:36:32,01:36:33, He is.
01:36:34,01:36:41," Right, but I want to listen to more practically acceptable results."
01:36:42,01:36:43, So maybe.
01:36:43,01:36:56," I want, if i'm reading I want to hear that the Max could be somewhere between 70 to 80 or 80 to 90 or whatever, that is."
01:36:58,01:37:01, This portion is what you will be interested in.
01:37:01,01:37:02,"Yes, yes."
01:37:03,01:37:06, So the chance that you have.
01:37:08,01:37:11, Right to get marks should lie in this range.
01:37:12,01:37:12,Okay.
01:37:14,01:37:15," Okay, I get it so."
01:37:16,01:37:24," The prediction that I am doing to you cannot be having such a wide range, because there is no point doing prediction is that."
01:37:26,01:37:27, it's covering the entire range.
01:37:27,01:37:31," Yes, yes, so that was my question like minus on it like."
01:37:33,01:37:35," Obviously, the maximum we between 02 hundred right."
01:37:36,01:37:45," yeah exactly that that's where i'm coming right, so the the prediction that you're trying to do, should be more closer."
01:37:45,01:37:46, To the actual that you.
01:37:46,01:37:47, That means.
01:37:48,01:37:51, That means that you're speaking about should reduce.
01:37:52,01:37:57," Okay, the rain should reduce it should get closer and closer to the single value per parameter."
01:37:59,01:38:00, But now.
01:38:01,01:38:02, If I say.
01:38:03,01:38:07, that's not has a chance of scoring anywhere from 30 to.
01:38:08,01:38:08, 90.
01:38:10,01:38:12, i'm doing the prediction okay.
01:38:14,01:38:20, i'm saying that don't worry about right the exam you'll have a chance of scoring marks between 30 to 90.
01:38:22,01:38:23, Compared to.
01:38:24,01:38:28, i'm saying that you have a chance of scoring somewhere from night 75 to 90.
01:38:31,01:38:33, When I am trying to do the prediction.
01:38:34,01:38:36, or let's say you are doing the prediction to me.
01:38:38,01:38:42, Okay i'm asking you the question and you're coming up with the predictions.
01:38:43,01:38:47, option one is this option two is this.
01:38:48,01:38:50, In each of these two cases.
01:38:51,01:38:53, You have more confidence.
01:38:54,01:38:55, That when you.
01:38:55,01:39:00," have been different because it's only a range of 20 right so at least range, it has."
01:39:02,01:39:06, Like that's a more precise answer if you're looking for a precise answer.
01:39:07,01:39:09, But what does the chance that you're going to be correct.
01:39:10,01:39:13, The chance is very less chances with that because.
01:39:13,01:39:15, Your confidence is will come down a.
01:39:15,01:39:17," Yes, definitely yes, yes."
01:39:17,01:39:24, So Mike what my question was your confidence when you are trying to tell these results to your clients.
01:39:26,01:39:26, well.
01:39:26,01:39:29, Your confidence also reduces with the range.
01:39:32,01:39:33, Okay.
01:39:34,01:39:35, Right yes.
01:39:36,01:39:49," So you cannot be giving a full range wide range, at the same time, you cannot be giving a range, which is too short, where your confidence is going."
01:39:49,01:39:49, To come.
01:39:52,01:39:52,Okay.
01:39:53,01:39:54, Right.
01:39:56,01:39:57, So you need to have.
01:40:00,01:40:01, A balanced approach.
01:40:02,01:40:02, Okay.
01:40:04,01:40:06, This calculations.
01:40:06,01:40:06, That we're trying to.
01:40:07,01:40:11, Look at is called as confidence interval because you're giving some interval.
01:40:13,01:40:17, And that interval should also be having some confidence associated with it.
01:40:18,01:40:24, So tomorrow's temperature could be 20 degrees to 40 degrees 10 degrees to 15 weeks.
01:40:26,01:40:29, Confidence in this result will be more.
01:40:31,01:40:39, Your confidence when you are predicting the results in wider range will be more because the chance of the actual value falling in this range is more.
01:40:41,01:40:47," isn't it if this is the area under the bell curve i'm trying bell curve, because these are continuous values that were speaking about."
01:40:49,01:40:52," Right alright, so this is continuous one yo."
01:40:53,01:40:56, If I see 20 degrees to 40 degrees.
01:40:58,01:41:01, Then tomorrow's temperature actually being in this range.
01:41:04,01:41:08, will be less right probability associated with this range is less.
01:41:09,01:41:09,Yes.
01:41:11,01:41:18," But if I say 10 degrees to 50 degrees, the probability of the value falling in this range increases."
01:41:20,01:41:23, So that means the prediction that i'm doing has more chance of being correct.
01:41:26,01:41:28," Right, hence it scholars confidence interval."
01:41:32,01:41:37, So let us see how how to actually do the calculation and how do we actually interpret this.
01:41:42,01:41:46, So a bank with hundred thousand customers.
01:41:47,01:41:52," There is a bank financial institution, and it has hundred thousand customers."
01:41:55,01:41:56, And they're offering.
01:41:57,01:42:01, That thinking to offer credit card to its customers.
01:42:03,01:42:06, Okay they're planning to give credit cards.
01:42:07,01:42:11, But giving credit card means there is a lot of investment also involved isn't it.
01:42:16,01:42:28," And the any business right in this case, credit card business the profitability of this option or this business opportunity is going to be."
01:42:29,01:42:40," Depending on what is the total balance that the customers are maintaining because credit cards, if you talk about credits credits are given."
01:42:42,01:42:48," That, if you have money, it has a bank if Bank does not have money, how can it give credits."
01:42:51,01:42:58, How does bank to get money by the savings account by the deposits.
01:42:59,01:43:08, that the individual customers are aggregated all the result will be the capital investment for being the giving the credit cards or credit systems.
01:43:10,01:43:12, So profitability of the card.
01:43:13,01:43:16, will depend on how much money.
01:43:17,01:43:25, Does that bank has that money is based on the average balance that the card holders are make the customers are Nick.
01:43:28,01:43:29, Right.
01:43:30,01:43:42, Know should I go ahead and launch the credit card design business head and deciding to come up with this option should I directly launched the credit card land for everybody.
01:43:48,01:43:50, What hadn't been blessed yeah not every.
01:43:52,01:43:59," Now, we should not blindly invest in any business, not just credit card business any business idea, you have should you directly jump in invest money."
01:44:00,01:44:07," Or do you do preliminary analysis, research on whether the idea will work or."
01:44:11,01:44:13, Definitely will do research before.
01:44:15,01:44:16, Implementing anything.
01:44:16,01:44:20, Exactly hey so any investment that you have to do you have to be careful.
01:44:21,01:44:27," So blindly investing and then assessing whether it will work or not is a foolish decision, you should not be doing that."
01:44:28,01:44:32, What if it doesn't work all your investment is gone for us isn't it.
01:44:33,01:44:36, So you're going to look out for.
01:44:37,01:44:40, The option on should I invest.
01:44:41,01:44:49," For that, first, you need to do an assessment of the idea here the credit card launches an idea and we are trying to research assistant."
01:44:51,01:44:56," To do that, we are trying to do a pilot lunch."
01:44:57,01:44:59, We generally do pilot lunches.
01:45:01,01:45:08," Much market research campaign is launched, and then we using that right credit Karma banks set up these."
01:45:09,01:45:12," cans, the temporary."
01:45:13,01:45:23," What do you want the stalls and they try to read give pamphlets and try to ask customers about different things, and all that so on the similar lines, a market campaigns run."
01:45:25,01:45:28," And people who are interested, for them, these credit cards will keep."
01:45:30,01:45:33, So 140 customers accept the car.
01:45:35,01:45:45," right when they were launching in the marketing campaign probably 500 different customers came up, but only 140 customers accepted among all the customers that back."
01:45:47,01:45:56," Okay, so this becomes your pilot launch you're given this credit card to their customers and whenever you have credit card."
01:45:57,01:45:58, Right.
01:45:59,01:46:05," If you invest in current if you have a credit card, we always try to use the credit card."
01:46:07,01:46:11, right we don't directly use our bank account.
01:46:12,01:46:14, Savings account debit cards.
01:46:16,01:46:17," Right, we will use credit cards."
01:46:19,01:46:21, So that means the average balance.
01:46:22,01:46:24, That we maintain will be a little higher.
01:46:26,01:46:28," Right, so we are trying to see."
01:46:30,01:46:32, What is the average balance.
01:46:33,01:46:47, That the customers these 140 customers are going to maintain because profitability is directly proportionate to the balance that right so market research campaign is launched in which about 140 customers accept the card as a pilot.
01:46:51,01:46:54," Now, when we invested this."
01:46:55,01:47:03, date when we invested the on on these campaign launch the idea is to gather the data and then assess this is your sample.
01:47:06,01:47:09," They were doing inferential statistics here, this is sample."
01:47:11,01:47:13, But as this is your population.
01:47:15,01:47:15, OK.
01:47:20,01:47:31, So the data that we gathered is like the average balance maintained by these 140 is 90 $90 the standard deviation so much and we're also saying assume the population standard is so.
01:47:33,01:47:36," Now, given the sample data."
01:47:38,01:47:48," We have to identify how much would be the average balance if the card is given to all the customers hundred thousand customers, what will be the average fan."
01:47:50,01:47:54, Okay let's let's see what what all things we have and what is that would be to calibrate.
01:47:56,01:48:03, So i'm writing the notation yes symbols hundred thousand is your population size.
01:48:04,01:48:06, sample size is one for.
01:48:09,01:48:17," Right now, this 19 $90 that we are looking at is actually represented as X bar."
01:48:18,01:48:19, This is X bar.
01:48:21,01:48:31," Right, because they are talking about these 140 customers it's a sample data right so expert then $2,833."
01:48:33,01:48:37, This is represented as smallest standard deviation of the sampling.
01:48:38,01:48:43, assume that the population standard deviation population standard deviation is Sigma.
01:48:44,01:48:47, assume that the population standard deviation is.
01:48:49,01:48:50, 2005 that done.
01:48:53,01:49:01, So these values are given to us and we say what can we say about average balance that will be held after a full fledged market.
01:49:02,01:49:12," That meets this is the full fledge market lunch, what will be the average balance for this, so it is population parameter, and this is what we need to identify."
01:49:17,01:49:18, What is our view.
01:49:20,01:49:21, yeah.
01:49:34,01:49:35, Difference what will be the mean.
01:49:41,01:49:42, Should I say.
01:49:42,01:49:44, it's been inferential statistics.
01:49:44,01:49:45, We will be.
01:49:48,01:49:49, Like we should know like Mina.
01:49:51,01:49:54, And to be liked by Mr Sam more than.
01:49:54,01:49:56, Later yeah.
01:49:58,01:49:59,Okay.
01:50:02,01:50:05," So, are you saying that we will be doing multiple market lunches."
01:50:09,01:50:15," Like at least, we need the data like only one samples me, maybe I think we cannot get the population."
01:50:16,01:50:19," No, no, no, no, you will be always working with one sample only."
01:50:21,01:50:26, See practically do you want to launch this multiple times.
01:50:26,01:50:27, know you.
01:50:28,01:50:29," Basically, you want more data."
01:50:30,01:50:36," yeah but you cannot just doing this, you cannot just keep doing this and not take a business decision."
01:50:38,01:50:42," Any scenario, you will only be working with single sample next."
01:50:46,01:50:47, yeah so let me.
01:50:48,01:50:49, Talk about this now.
01:50:49,01:50:52, See we're talking about central limit theorem.
01:50:54,01:50:55, Central limit theorem says that.
01:50:57,01:51:05, The statistic value that we are get actually doing the calculation for a price calculation is a.
01:51:06,01:51:09, Continuous value the statistic.
01:51:11,01:51:20," is always a continuous map and if it is continuous, it will be normally distributed and if it is normally distributed a certain properties."
01:51:23,01:51:23,Okay.
01:51:25,01:51:31, And we are interested in finding out a single value of this normally distributed data.
01:51:33,01:51:48," But when I tried to do this in the value calculation, it will be zero property would be zero right hands, we take range, but if I take range, I cannot take the full range I have we appreciate you taking the rich, these are the discussions that we have right."
01:51:50,01:51:53, Now let me ask you a very simple question okay.
01:51:54,01:52:02, you're you're traveling to offices right probably you have started traveling to offices Now the question is how much time.
01:52:03,01:52:06, Will you take to travel in.
01:52:09,01:52:11, Time to travel from.
01:52:13,01:52:14, Your home to office.
01:52:16,01:52:19," yeah but, what is your answer is."
01:52:23,01:52:29," going to be in some ways, like 20 minutes to 30 minutes, if not the participants depending on."
01:52:30,01:52:35, Depending on that traffic so you're saying 20 to 30 okay.
01:52:37,01:52:38, yeah there's.
01:52:40,01:52:40, Everybody will.
01:52:40,01:52:41, might want to write.
01:52:42,01:52:43, share your answer.
01:52:48,01:52:53, It also depends on a mode of travel right like if you're going by metro and probably take less time away.
01:52:53,01:52:54, Whatever it is.
01:52:54,01:53:00, i'm not worried about all that i'm just asking you to tell me what is the time travel that you basically.
01:53:00,01:53:06, It would be an arranger Nice are obviously so 40 minutes to 60 minutes 40 minutes to 60.
01:53:07,01:53:09, Okay you're saying 40 to 60 okay.
01:53:12,01:53:14, Assuming you're traveling only by one mode of transport.
01:53:14,01:53:15, The respect to whatever.
01:53:18,01:53:20," Oh, my number two one enough or."
01:53:25,01:53:26, If I have to convert that you two.
01:53:27,01:53:32," minutes, then I would probably say 60 minutes to 90 minutes."
01:53:33,01:53:37," That do you do 40 somebody saying 30 to 40 Okay, my question to you all."
01:53:40,01:53:52," Right 60 to 90 minutes or why 20 to 30 minutes or white 30 to 40 or 40 to 60 days for in your respective cases, why not this 25 to."
01:53:53,01:53:53,30.
01:53:55,01:53:55, like this.
01:53:57,01:53:57, With.
01:53:58,01:54:07," 10 to nine, irrespective of the case i'm talking about let's say, if you are cases in your office or home or fixed distances right I don't think it will change."
01:54:07,01:54:10," The word for permission has different distance, for me it is."
01:54:10,01:54:14, done i'm not talking more pernicious i'm talking only about your case you said 20 to 30.
01:54:15,01:54:18," So, for your case i'm asking why 20 to 30 is."
01:54:18,01:54:24," Your answer, why not 10 to 14 or why not 25 to 30."
01:54:25,01:54:27, Why do you do take 10 minutes interval.
01:54:29,01:54:31, Why not 30 minute interval or why not five minutes.
01:54:33,01:54:43," minimum and maximum time like I would have ever taken the least amount of ever taken to travel, what is 20 minutes in the maximum time I would have taken in wants to travel with is 13."
01:54:43,01:54:44," Now, how."
01:54:44,01:54:45, Are you conclusion that.
01:54:45,01:54:47," My question is, how are you, including."
01:54:50,01:54:58," Are you sure, basically, whatever the title travel time that you had to know the experience that till now is your sample data."
01:54:59,01:54:59," Yes, yes."
01:55:00,01:55:03, Are you sure you're going not going beyond 30 minutes in future.
01:55:05,01:55:06, populations.
01:55:08,01:55:12," We can see this more probability of the time being, between 20 to 30 minutes what."
01:55:12,01:55:13, Is that is a.
01:55:13,01:55:15, yeah what is what up there is an accident on the road.
01:55:17,01:55:17, yeah.
01:55:18,01:55:19, Yes.
01:55:20,01:55:21, Then it will vary.
01:55:22,01:55:26," Yes, sample data from your past experiences only they're talking about all."
01:55:26,01:55:29," This, but I want to also consider the."
01:55:30,01:55:33, confidence that that you are coming up with this scenario.
01:55:35,01:55:35,Right.
01:55:37,01:55:41," If you say 25 to 30 minutes, maybe."
01:55:42,01:55:48, There are there will be cases where you're going to reach beyond I mean you're going to take beyond 20 minutes sorry.
01:55:49,01:55:50, 30 minutes.
01:55:51,01:55:52," Sorry, my office."
01:55:53,01:56:02," Several guys, he said, the as the rage increases, then the confidence levels also increased when the range is smaller than the confidence levels also will be lesser right."
01:56:02,01:56:06," yeah that's what i'm trying to explain, yes, if I see 25 to 30 million you."
01:56:06,01:56:08, can say 25 to 30 minutes.
01:56:09,01:56:13," There are chances where you might reach office, the late."
01:56:14,01:56:21, More than 30 minutes are there might be cases where you're going to reach office early before 25 minutes.
01:56:24,01:56:28, Right so chance of going wrong will increase.
01:56:30,01:56:33," Right, whereas here the chance of going wrong is less."
01:56:35,01:56:38," Compared to this, the chance of going wrong is less here right."
01:56:42,01:56:51," So whatever we are we're basically talking about it, so if you're saying 20 to 30 minutes, I mean i'm only talking about one example Okay, you said 20 to 30."
01:56:52,01:56:58, This could be 25 and we basically just 25 plus or minus five.
01:57:01,01:57:01, Right hey.
01:57:03,01:57:06," it's in the first place, why 20 to 30, why not some other than."
01:57:08,01:57:10, This is because of your.
01:57:11,01:57:13, Experience sample data.
01:57:15,01:57:17, And this is with respect to your Conference.
01:57:18,01:57:22, If you want to be more conflict say i'm your manager and if i'm asking you this question.
01:57:24,01:57:35," Right, you need to give more chance to yourself, so that you reach that office begin the time right, so in that case you probably say 10 minutes."
01:57:38,01:57:42," Right, because the scope that you are getting now will increase."
01:57:43,01:57:59," She will be more confident when you are representing this number isn't it, she will say 15 minutes to 35 minutes, whereas if you say 25 plus or minus five minutes, that means you're only given 20 minutes 30 minutes range for yourself."
01:58:01,01:58:02, Okay.
01:58:04,01:58:04, yeah.
01:58:04,01:58:06,Everyone making sense right.
01:58:18,01:58:18, Yes.
01:58:19,01:58:20, it's making sense of.
01:58:29,01:58:30, confidence.
01:58:31,01:58:32, 30 confidence.
01:58:33,01:58:37," That, if the range is more like ranges more white than on the ball."
01:58:38,01:58:42," Obviously, yes, because the chance of your value falling in that range increases."
01:58:46,01:58:55," That, but if they go the minimum and maximum mistaken I Canna marks case you have begun like 02 hundred then there it's be like hundred percent confidence if the complete range is taken."
01:58:56,01:58:57," Yes, yeah."
01:58:58,01:59:05," So there is no chance you're going wrong, say, the actual value can live between this marks."
01:59:07,01:59:08,Yes.
01:59:09,01:59:09, So there is.
01:59:13,01:59:14,"Some confidence, maybe."
01:59:15,01:59:16, that's what i'm saying.
01:59:18,01:59:18, Okay.
01:59:22,01:59:33, So when the actual result comes let's look at this so i'm basically saying 02 hundred 200 bucks you write the exam you get tourism you'll get some dessert.
01:59:34,01:59:35, Right.
01:59:36,01:59:39, That is what we were trying to predict in the initial case.
01:59:40,01:59:47," Yes, now that result will be in this range on the right, yes, so that means whatever I predicted is correct."
01:59:50,01:59:51, But if I see.
01:59:53,01:59:58, let's say 50 marks to say 50 to 80 bucks.
02:00:00,02:00:02," Okay, my range is now 50 to 80 bucks."
02:00:03,02:00:19," If this is the case when you write the exam there is always a chance that you have got more marks, whatever it is, at point one, two or 85 or 90 whatever, but there is still a chance that you might score more marks."
02:00:22,02:00:25," Right, are there is a chance that you might get less than 15 months."
02:00:27,02:00:31," If you have scored a mark, which is like 85 is my prediction correct."
02:00:34,02:00:36, No definitely so.
02:00:36,02:00:41," I will not have the same confidence, where I have at this stage."
02:00:45,02:00:50, 02 hundred percent i'll have 100% confident hundred percent sure that the result is.
02:00:51,02:00:53," going to fall industry, but here it is not."
02:00:54,02:01:08," that's that's what you're trying to understand now just imagine whatever i'm talking about just imagine on a range like this, this is your continuous scale okay X axis i'm saying 02 hundred."
02:01:09,02:01:13, That means you're all the values will fall here on.
02:01:15,02:01:15, Correct.
02:01:16,02:01:20, area under the curve is hundred percent one.
02:01:22,02:01:26, So any result that you're calculating will be in this accepted region hundred percent region.
02:01:28,02:01:29, But if I see.
02:01:30,02:01:31, 50 to 80.
02:01:33,02:01:35, So 52 let's say at.
02:01:37,02:01:39, This blue lines would be my range.
02:01:43,02:01:52," And if the actual value falls within this range, only then i'm correct my prediction is that the left side and writes it portion."
02:01:53,02:01:53, Is.
02:01:55,02:02:03," The chance, where you're going wrong, these are if these values are falling on your mark is falling, with this then your prediction is wrong."
02:02:05,02:02:05, Right.
02:02:06,02:02:18," This so the chance, you have the confidence you have we diminish that chance or confidence is measured using this area."
02:02:23,02:02:29," i'm just trying to bring up the same point again and again and again and again, because you need to understand the concept here."
02:02:31,02:02:40, Now now now the coming back to this scenario credit cards in there you'll see the visualization also if you see this scenario.
02:02:41,02:02:45, Can I see based on my sample.
02:02:47,02:02:49, A single sample that we have taken.
02:02:50,02:02:51, which takes 1990.
02:02:53,02:02:53, Right.
02:02:54,02:02:57, If we consider this as the result.
02:02:59,02:02:59, Then.
02:03:01,02:03:03, This may be not hundred percent correct.
02:03:05,02:03:06, Why because.
02:03:07,02:03:10, If my underlying sample very let's say.
02:03:11,02:03:15," assume you're not doing this, but assume if you have that."
02:03:17,02:03:22," Under samples in a different location, then your data would have been changed."
02:03:24,02:03:28," Based on the locality, you might have a different set of customers."
02:03:30,02:03:35, Right coming into the marketing campaign and different set of 140 people might come into picture right.
02:03:37,02:03:41," In those different people are coming, then their bank balances will be different."
02:03:42,02:03:46," And their usage will be different, so do you not get the same number isn't it."
02:03:48,02:03:54," So there is a lot of uncertainty, because your samples can be."
02:03:55,02:04:05," Right, so we don't consider or we don't trust, a single calculation also single point if I do the calculation does."
02:04:06,02:04:12," Property Z so considering both these concepts, we are coming up with a range."
02:04:14,02:04:17, As an answer that range is called us confidence interval.
02:04:19,02:04:26, That confidence interval basically is calculated us point estimate plus or minus margin margin of error.
02:04:31,02:04:32, Point estimate.
02:04:33,02:04:36, Is your sample statistic.
02:04:40,02:04:46, sample statistic margin of error is the variation that we have within that.
02:04:48,02:04:54, sounds I mean if I have in the central limit theorem we discussed all this right.
02:04:56,02:04:59, If I have multiple sample statistic sample means.
02:05:01,02:05:04, Then first movement of this random variable.
02:05:06,02:05:11," will be population parameter, but if I look into the second moment."
02:05:13,02:05:19, Second moment is the variation in this data with respect to him is calculated Sigma squared off.
02:05:23,02:05:25, Okay scary Sigma pi squared.
02:05:31,02:05:36," Right, but again, if I further expand this."
02:05:37,02:05:51," The variations can basically influence the confidence Okay, so the margin of error that we are talking about is associated with the confidence level."
02:05:53,02:05:55, Get the score less confidence level.
02:05:57,02:05:58, Confidence values.
02:06:00,02:06:03, So X bar is your point estimate.
02:06:06,02:06:08, Right and that X bar.
02:06:09,02:06:13, is also getting married by so much.
02:06:17,02:06:25, The zoom we are taking Z because we are talking about statistic being right normally distributed so we're comparing it with the values are.
02:06:27,02:06:29," So, to get the range we're looking at zebra."
02:06:31,02:06:35," Now, this one minus alpha that you're seeing is called us confidence level."
02:06:37,02:06:40, Right and alpha is called us significance live.
02:06:45,02:06:50, i'm going various you know i'm trying to bring out all those right aspects that you that are mandatory for us.
02:06:51,02:06:54," To understand any questions, please ask me."
02:06:55,02:06:56, Do not hesitate minority.
02:07:00,02:07:05," So alpha is representing significance level, this is nothing by."
02:07:06,02:07:07, The error push.
02:07:10,02:07:12, chance off.
02:07:13,02:07:13, era.
02:07:16,02:07:21, The industry right in athletics stream or in business scenarios.
02:07:23,02:07:26, Whenever we want to try to do the predictions.
02:07:27,02:07:34," Right, the predictions are, by default, always our band, assuming that we are 95% correct."
02:07:38,02:07:38, Okay.
02:07:43,02:07:52," So this is called as 95% confidence level if I use that 95% confidence level, I will get confidence interval."
02:07:55,02:07:56," That means, if this is my."
02:07:58,02:08:03, Go bunker i'm saying that i'm 95% correct.
02:08:05,02:08:08, me this is the portion where your data force.
02:08:09,02:08:13," You still have chance of going wrong, but that is very little."
02:08:14,02:08:22," Right, so now, what is this value if I know that on Z, then the calibration can that."
02:08:23,02:08:25, So how do we get this value.
02:08:26,02:08:40, To look at this I have X bar 19 $90 I have Sigma 2833 This is one for T squared off and small sample sample sizes 140.
02:08:41,02:08:42, Right.
02:08:43,02:08:52," This is the portion where I need to do the math now and to get to as well, if I can get that, then I can calculate the confidence."
02:08:54,02:08:56, So industrial standard is.
02:08:56,02:08:59," 95%, so we will assume that apartment is our first."
02:08:59,02:09:00,95.
02:09:01,02:09:07, So that means I know the area under the curve.
02:09:08,02:09:13, But what are these values which gives us that area is something that we have to find out.
02:09:15,02:09:16, about the rain would be very wide.
02:09:18,02:09:19, By.
02:09:20,02:09:27, Like if we take 95% like it's like predicting the mass will be between 20 and 99.
02:09:29,02:09:33, Because you're talking about distribution of the data we don't know what our values are you fall.
02:09:35,02:09:51," Yes, right so range may or may not be that big we don't know, and it was the shape of the car remember the normal distribution shape of the car is influencing all these things, what if your shape is like this."
02:09:54,02:09:56, yeah this is Max assume this is your marks.
02:09:59,02:10:07," yeah yes, so in that case only limited little portion of data is going to fall in the stadium majority is going to fall here."
02:10:08,02:10:09, But what if I have.
02:10:10,02:10:11, This case.
02:10:14,02:10:16, Then yeah you can see that right.
02:10:17,02:10:21, Good amount of data falling in this significance region as well.
02:10:22,02:10:24, So it's all about the distribution of the data.
02:10:25,02:10:25, Okay.
02:10:28,02:10:28, So.
02:10:28,02:10:30,Coming back to this discussion.
02:10:31,02:10:34, Reno know area under the curve.
02:10:36,02:10:38," Okay, we know the area under the curve."
02:10:40,02:10:48," But what we want, we want this values right if it is Z then i'll put Z here."
02:10:49,02:10:50, have to be with us to be.
02:10:52,02:11:11," Z the Center will always be zero so this becomes minus Z because Z is standard normal distribution, which is perfectly symmetric and if this is zero this is he then this minus this will be minus end it is symmetric shape right, so it has to be minus."
02:11:15,02:11:16, So that's about your.
02:11:17,02:11:24," confidence, but if I consider this this shaded portion is 95%."
02:11:26,02:11:31, That means 0.9%.
02:11:37,02:11:38, Right.
02:11:40,02:11:49," Now I want to identify what is this the values, using the tables, because in the table, we have the calculations already ready."
02:11:50,02:11:53, In the previous example on the gmat scores.
02:11:55,02:12:03, We knew X and from that we calculated Z then we refer to the table to get the probability or area.
02:12:05,02:12:08, But now I have this area or probability.
02:12:10,02:12:16," And I have to move backwards, so I will get Z using the table."
02:12:19,02:12:27," hey, but if you talk about the table the table will contain all the values from minimum to that particular batch."
02:12:28,02:12:34," Right so here in order to identify this number, we will take the left side."
02:12:36,02:12:36, Blue shutters.
02:12:38,02:12:40, So this is what we are going to take.
02:12:44,02:12:45, The blue shaded portion.
02:12:53,02:13:01," What will be that shaded portion crusaded portion if I have to try it and more a good image, this is the image when she image."
02:13:03,02:13:07, were saying that 95% confidence right so let's say this is.
02:13:09,02:13:10, This is 90% okay.
02:13:12,02:13:15, So that means from here to here it is 95.
02:13:19,02:13:20,yeah.
02:13:26,02:13:34," I need to know what will be this see this will be minus eight, this is, you know if I know this, I will be able to also know this because it is classy."
02:13:37,02:13:41, yeah so Z table will always capture.
02:13:42,02:13:44, The values which are from.
02:13:45,02:13:54, left side value right it's always calculating the portion from lower minimum to that particular well.
02:13:56,02:13:56, isn't it.
02:14:01,02:14:03, So what is this portion.
02:14:06,02:14:08, This is 95% So what will be this portion rates.
02:14:11,02:14:14, mean minus four minus at my age standard deviation.
02:14:14,02:14:18, whoa whoa whoa whoa no i'm talking about area under the curve shader ocean.
02:14:20,02:14:21, Exactly.
02:14:23,02:14:24,that's good.
02:14:25,02:14:40, 2.5% why because they yeah and that discovers 95 that means total will be remaining 5% but Z symmetric so that 5% is getting further divided this is.
02:14:41,02:14:42, To banter.
02:14:43,02:14:46, This is corners alpha by two alpha by two.
02:14:47,02:14:50," Okay, and this portion is called as one minus and."
02:14:54,02:14:55, This is one man is that.
02:14:59,02:15:09, If this is 2.5 percentage if I convert this into decimals what will be the result 0.0 to five right for.
02:15:11,02:15:12, developer hundred I get 0.0.
02:15:14,02:15:15, Correct.
02:15:17,02:15:18, So we will go to.
02:15:19,02:15:20, The table.
02:15:26,02:15:28," I will search for the value, which is."
02:15:29,02:15:34, This shaded portion which is 0.025 that gives me dizzy by.
02:15:36,02:15:41, So if I look around the this table where will I have 0.025.
02:15:45,02:15:55," I see some number, but this is 0.00 to five, that is not the value that we want, we want 0.025."
02:15:59,02:16:13, This is occurring when my value is minus 1.96.
02:16:17,02:16:18, yeah that means.
02:16:21,02:16:23, This portion that we're talking about is.
02:16:26,02:16:34, minus 1.968 if I remove this this becomes plus 1.96 and this becomes minus 1.6.
02:16:39,02:16:39, Right.
